20231229071056_automotiveaichallenge_main	224.553848	47.24689	364.553833	false	false	[  5,  9,  5,  1,  0]	[  2,  0,  0,  0]
20231229072112_automotiveaichallenge_main	318.5181	100	618.518066	true	false	[  14,  20,  9,  3,  0]	[  2,  0,  0,  0]
20231229073017_automotiveaichallenge_main	251.09726	100	396.09726	true	false	[  5,  8,  5,  2,  0]	[  2,  0,  0,  0]
20231229074122_automotiveaichallenge_main	301.260773	48.57904	691.260742	false	false	[  19,  29,  12,  2,  0]	[  2,  0,  0,  0]
20231229074818_automotiveaichallenge_main	128.864441	46.98046	253.864441	false	false	[  3,  6,  5,  2,  0]	[  2,  0,  0,  0]
20231229075753_automotiveaichallenge_main	247.849045	100	397.84906	true	false	[  7,  9,  4,  2,  0]	[  2,  0,  0,  0]
20231229080658_automotiveaichallenge_main	237.338821	47.95737	422.3388	false	false	[  6,  11,  7,  2,  0]	[  2,  0,  0,  0]
20231229081633_automotiveaichallenge_main	248.158875	100	378.158875	true	false	[  6,  9,  4,  1,  0]	[  1,  0,  0,  0]
20231229082349_automotiveaichallenge_main	128.882431	47.06927	258.882446	false	false	[  4,  7,  5,  2,  0]	[  1,  0,  0,  0]
20231229083234_automotiveaichallenge_main	218.980911	47.06927	353.9809	false	false	[  4,  8,  5,  1,  0]	[  3,  0,  0,  0]
20231229084209_automotiveaichallenge_main	248.632614	100	368.632629	true	false	[  4,  6,  4,  2,  0]	[  2,  0,  0,  0]
20231229085144_automotiveaichallenge_main	268.39975	100	483.39975	true	false	[  10,  13,  6,  3,  0]	[  2,  0,  0,  0]
20231229090100_automotiveaichallenge_main	249.789978	100	414.789978	true	false	[  9,  11,  4,  2,  0]	[  1,  0,  0,  0]
20231229091015_automotiveaichallenge_main	248.050934	100	423.050934	true	false	[  9,  11,  4,  2,  0]	[  3,  0,  0,  0]
20231229092000_automotiveaichallenge_main	248.000961	100	383.000977	true	false	[  6,  8,  4,  2,  0]	[  1,  0,  0,  0]
20231229092925_automotiveaichallenge_main	249.066376	100	394.066376	true	false	[  5,  8,  5,  2,  0]	[  2,  0,  0,  0]
20231229093901_automotiveaichallenge_main	281.1393	100	441.1393	true	false	[  3,  10,  8,  1,  0]	[  1,  0,  0,  0]
20231229094916_automotiveaichallenge_main	282.1605	48.49023	677.1605	false	false	[  22,  30,  10,  2,  0]	[  3,  0,  0,  0]
20231229095711_automotiveaichallenge_main	128.880432	47.06927	263.880432	false	false	[  4,  7,  5,  2,  0]	[  2,  0,  0,  0]
20231229101216_automotiveaichallenge_main	587.837463	50.62167	1397.8374	false	true	[  51,  69,  19,  1,  0]	[  2,  0,  0,  0]
20231229102132_automotiveaichallenge_main	248.248825	100	393.24884	true	false	[  6,  8,  4,  2,  0]	[  3,  0,  0,  0]
20231229103157_automotiveaichallenge_main	250.991318	100	415.991333	true	false	[  7,  10,  5,  2,  0]	[  2,  0,  0,  0]
20231229104132_automotiveaichallenge_main	255.9466	100	435.9466	true	false	[  7,  11,  6,  2,  0]	[  2,  0,  0,  0]
20231229104847_automotiveaichallenge_main	130.9413	47.51332	245.9413	false	false	[  2,  5,  5,  2,  0]	[  2,  0,  0,  0]
20231229105903_automotiveaichallenge_main	255.362915	100	470.3629	true	false	[  12,  15,  5,  2,  0]	[  2,  0,  0,  0]
20231229111008_automotiveaichallenge_main	343.9811	100	848.9811	true	false	[  29,  40,  13,  2,  0]	[  2,  0,  0,  0]
20231229112103_automotiveaichallenge_main	335.75528	100	790.755249	true	false	[  22,  33,  14,  3,  0]	[  2,  0,  0,  0]
20231229113018_automotiveaichallenge_main	222.528961	46.80284	337.528961	false	false	[  2,  5,  5,  2,  0]	[  2,  0,  0,  0]
20231229114104_automotiveaichallenge_main	307.692	100	662.692	true	false	[  12,  23,  14,  3,  0]	[  2,  0,  0,  0]
20231229115139_automotiveaichallenge_main	247.58519	100	372.5852	true	false	[  4,  5,  4,  3,  0]	[  2,  0,  0,  0]
20231229120054_automotiveaichallenge_main	234.414429	47.51332	439.414429	false	false	[  9,  15,  7,  1,  0]	[  1,  0,  0,  0]
20231229120850_automotiveaichallenge_main	132.060684	47.69094	257.060669	false	false	[  3,  6,  5,  2,  0]	[  2,  0,  0,  0]
