Player	rawDistanceSocre	distanceScore	task3Duration	isOutsideLane	isTimeout	hasCollided	hasExceededSpeedLimit	hasFinishedTask1	hasFinishedTask2	hasFinishedTask3
20230903041606_seigot_main_20230831_with_crank_drive_planner_radius_4.5_start_megin0.1_sharp_dist_threshold_19_animation_false_plus_setup.py_submit.patch	37.6179	37.6179	271.6	false	true	false	false	true	true	false
20230903042504_seigot_main_20230831_with_crank_drive_planner_radius_4.5_start_megin0.1_sharp_dist_threshold_19_animation_false_plus_setup.py_submit.patch	37.6528	37.6528	271.4	false	true	false	false	true	true	false
20230903043402_seigot_main_20230831_with_crank_drive_planner_radius_4.5_start_megin0.1_sharp_dist_threshold_19_animation_false_plus_setup.py_submit.patch	145.785	145.785	109.4	true	false	false	false	true	true	false
20230903044259_seigot_main_20230831_with_crank_drive_planner_radius_4.5_start_megin0.1_sharp_dist_threshold_19_animation_false_plus_setup.py_submit.patch	27.8157	27.8157	0	false	true	false	false	true	true	false
20230903045157_seigot_main_20230831_with_crank_drive_planner_radius_4.5_start_megin0.1_sharp_dist_threshold_19_animation_false_plus_setup.py_submit.patch	37.6559	37.6559	271.2	false	true	false	false	true	true	false
20230903050055_seigot_main_20230831_with_crank_drive_planner_radius_4.5_start_megin0.1_sharp_dist_threshold_19_animation_false_plus_setup.py_submit.patch	37.6378	37.6378	271.4	false	true	false	false	true	true	false
20230903050953_seigot_main_20230831_with_crank_drive_planner_radius_4.5_start_megin0.1_sharp_dist_threshold_19_animation_false_plus_setup.py_submit.patch	48.4684	48.4684	271.2	false	true	false	false	true	true	false
