Player	rawDistanceSocre	distanceScore	task3Duration	isOutsideLane	isTimeout	hasCollided	hasExceededSpeedLimit	hasFinishedTask1	hasFinishedTask2	hasFinishedTask3
20230821114439_seigot_main_20230819_tamani-souha_v4_acc_jerk2_leftdrivablebound_collisionbuffer0.1_motionvelocitysmootherparamv1_holdstopdistance_and_min_longitudinal_margin5.5_drivablearea_0.8_-0.8.patch	115.879	115.879	67.1993	true	false	false	false	true	true	false
20230821115202_seigot_main_20230819_tamani-souha_v4_acc_jerk2_leftdrivablebound_collisionbuffer0.1_motionvelocitysmootherparamv1_holdstopdistance_and_min_longitudinal_margin5.5_drivablearea_0.8_-0.8.patch	-1	-1	-1	false	false	false	false	false	false	false
20230821115926_seigot_main_20230819_tamani-souha_v4_acc_jerk2_leftdrivablebound_collisionbuffer0.1_motionvelocitysmootherparamv1_holdstopdistance_and_min_longitudinal_margin5.5_drivablearea_0.8_-0.8.patch	-1	-1	-1	false	false	false	false	false	false	false
20230821120509_seigot_main_20230819_tamani-souha_v4_acc_jerk2_leftdrivablebound_collisionbuffer0.1_motionvelocitysmootherparamv1_holdstopdistance_and_min_longitudinal_margin5.5_drivablearea_0.8_-0.8.patch	43.4223	43.4223	10.3997	false	false	true	false	true	true	false
20230821121233_seigot_main_20230819_tamani-souha_v4_acc_jerk2_leftdrivablebound_collisionbuffer0.1_motionvelocitysmootherparamv1_holdstopdistance_and_min_longitudinal_margin5.5_drivablearea_0.8_-0.8.patch	-1	-1	-1	false	false	false	false	false	false	false
20230821121815_seigot_main_20230819_tamani-souha_v4_acc_jerk2_leftdrivablebound_collisionbuffer0.1_motionvelocitysmootherparamv1_holdstopdistance_and_min_longitudinal_margin5.5_drivablearea_0.8_-0.8.patch	89.5321	89.5321	86.3999	true	false	false	false	true	true	false
20230821122358_seigot_main_20230819_tamani-souha_v4_acc_jerk2_leftdrivablebound_collisionbuffer0.1_motionvelocitysmootherparamv1_holdstopdistance_and_min_longitudinal_margin5.5_drivablearea_0.8_-0.8.patch	116.02	116.02	68.7999	true	false	false	false	true	true	false
