Player	rawDistanceSocre	distanceScore	task3Duration	isOutsideLane	isTimeout	hasCollided	hasExceededSpeedLimit	hasFinishedTask1	hasFinishedTask2	hasFinishedTask3
20230818110344_seigot_main_20230816_1330_tamani-souha_v4_acc_jerk2_leftdrivablebound_collisionbuffer0.1_speedtuingv1_steeringangle60.patch	43.5239	41.3477	10.7997	false	false	true	false	false	true	false
20230818110927_seigot_main_20230816_1330_tamani-souha_v4_acc_jerk2_leftdrivablebound_collisionbuffer0.1_speedtuingv1_steeringangle60.patch	117.264	111.401	66.9999	true	false	false	false	false	true	false
20230818111651_seigot_main_20230816_1330_tamani-souha_v4_acc_jerk2_leftdrivablebound_collisionbuffer0.1_speedtuingv1_steeringangle60.patch	-1	-1	-1	false	false	false	false	false	false	false
20230818112415_seigot_main_20230816_1330_tamani-souha_v4_acc_jerk2_leftdrivablebound_collisionbuffer0.1_speedtuingv1_steeringangle60.patch	-1	-1	-1	false	false	false	false	false	false	false
20230818113139_seigot_main_20230816_1330_tamani-souha_v4_acc_jerk2_leftdrivablebound_collisionbuffer0.1_speedtuingv1_steeringangle60.patch	-1	-1	-1	false	false	false	false	false	false	false
20230818113722_seigot_main_20230816_1330_tamani-souha_v4_acc_jerk2_leftdrivablebound_collisionbuffer0.1_speedtuingv1_steeringangle60.patch	116.845	111.003	67.2	true	false	false	false	false	true	false
20230818114445_seigot_main_20230816_1330_tamani-souha_v4_acc_jerk2_leftdrivablebound_collisionbuffer0.1_speedtuingv1_steeringangle60.patch	-1	-1	-1	false	false	false	false	false	false	false
