Player	rawDistanceSocre	distanceScore	task3Duration	isOutsideLane	isTimeout	hasCollided	hasExceededSpeedLimit	hasFinishedTask1	hasFinishedTask2	hasFinishedTask3
20230903031309_seigot_main_20230831_with_crank_drive_planner_radius_4.5_start_megin0.1_sharp_dist_threshold_19_animation_false_plus_setup.py.patch	118.365	118.365	76.7999	false	false	true	false	true	true	false
20230903032206_seigot_main_20230831_with_crank_drive_planner_radius_4.5_start_megin0.1_sharp_dist_threshold_19_animation_false_plus_setup.py.patch	144.902	144.902	101.4	true	false	false	false	true	true	false
20230903033104_seigot_main_20230831_with_crank_drive_planner_radius_4.5_start_megin0.1_sharp_dist_threshold_19_animation_false_plus_setup.py.patch	145.497	145.497	105.8	true	false	false	false	true	true	false
20230903034002_seigot_main_20230831_with_crank_drive_planner_radius_4.5_start_megin0.1_sharp_dist_threshold_19_animation_false_plus_setup.py.patch	37.6026	37.6026	272.8	false	true	false	false	true	true	false
20230903034859_seigot_main_20230831_with_crank_drive_planner_radius_4.5_start_megin0.1_sharp_dist_threshold_19_animation_false_plus_setup.py.patch	37.3554	37.3554	271.2	false	true	false	false	true	true	false
20230903035757_seigot_main_20230831_with_crank_drive_planner_radius_4.5_start_megin0.1_sharp_dist_threshold_19_animation_false_plus_setup.py.patch	37.6492	37.6492	271	false	true	false	false	true	true	false
20230903040655_seigot_main_20230831_with_crank_drive_planner_radius_4.5_start_megin0.1_sharp_dist_threshold_19_animation_false_plus_setup.py.patch	48.5966	48.5966	270.999	false	true	false	false	true	true	false
