Player	rawDistanceSocre	distanceScore	task3Duration	isOutsideLane	isTimeout	hasCollided	hasExceededSpeedLimit	hasFinishedTask1	hasFinishedTask2	hasFinishedTask3
20230814023135_seigot_main_20230809.patch	43.0017	43.0017	12.6	false	false	true	false	true	true	false
20230814023717_seigot_main_20230809.patch	43.0017	43.0017	12.6	false	false	true	false	true	true	false
20230814024439_seigot_main_20230809.patch	-1	-1	-1	false	false	false	false	false	false	false
20230814025202_seigot_main_20230809.patch	-1	-1	-1	false	false	false	false	false	false	false
20230814025924_seigot_main_20230809.patch	-1	-1	-1	false	false	false	false	false	false	false
20230814030506_seigot_main_20230809.patch	42.8463	42.8463	12.4	false	false	true	false	true	true	false
20230814031229_seigot_main_20230809.patch	-1	-1	-1	false	false	false	false	false	false	false
20230814031811_seigot_main_20230809.patch	43.2528	41.0901	10.1999	false	false	true	false	false	true	false
20230814032534_seigot_main_20230809.patch	-1	-1	-1	false	false	false	false	false	false	false
20230814033258_seigot_main_20230809.patch	-1	-1	-1	false	false	false	false	false	false	false
20230814011836_seigot_main_20230809.patch	42.8264	40.6851	12.3999	false	false	true	false	false	true	false
20230814012559_seigot_main_20230809.patch	-1	-1	-1	false	false	false	false	false	false	false
20230814013141_seigot_main_20230809.patch	44.0048	44.0048	17.4	false	false	true	false	true	true	false
20230814013723_seigot_main_20230809.patch	42.9205	42.9205	12.5999	false	false	true	false	true	true	false
20230814014304_seigot_main_20230809.patch	43.1977	43.1977	12.7997	false	false	true	false	true	true	false
20230814015027_seigot_main_20230809.patch	-1	-1	-1	false	false	false	false	false	false	false
20230814015750_seigot_main_20230809.patch	-1	-1	-1	false	false	false	false	false	false	false
20230814020332_seigot_main_20230809.patch	42.9382	40.7913	12.6003	false	false	true	false	false	true	false
20230814020914_seigot_main_20230809.patch	33.4421	31.77	3.19993	false	false	true	false	false	true	false
20230814021455_seigot_main_20230809.patch	42.9738	40.8251	12.5999	false	false	true	false	false	true	false
