Player	rawDistanceSocre	distanceScore	task3Duration	isOutsideLane	isTimeout	hasCollided	hasExceededSpeedLimit	hasFinishedTask1	hasFinishedTask2	hasFinishedTask3
20230819031243_seigot_main_20230816_1330_tamani-souha_v4_roadsholdersafetymargin1.0.patch	-1	-1	-1	false	false	false	false	false	false	false
20230819032006_seigot_main_20230816_1330_tamani-souha_v4_roadsholdersafetymargin1.0.patch	-1	-1	-1	false	false	false	false	false	false	false
20230819032730_seigot_main_20230816_1330_tamani-souha_v4_roadsholdersafetymargin1.0.patch	-1	-1	-1	false	false	false	false	false	false	false
20230819033454_seigot_main_20230816_1330_tamani-souha_v4_roadsholdersafetymargin1.0.patch	-1	-1	-1	false	false	false	false	false	false	false
20230819034036_seigot_main_20230816_1330_tamani-souha_v4_roadsholdersafetymargin1.0.patch	33.5632	31.8851	3.19988	false	false	true	false	false	true	false
20230819034619_seigot_main_20230816_1330_tamani-souha_v4_roadsholdersafetymargin1.0.patch	53.0457	50.3934	95.1992	false	false	true	false	false	true	false
20230819035343_seigot_main_20230816_1330_tamani-souha_v4_roadsholdersafetymargin1.0.patch	-1	-1	-1	false	false	false	false	false	false	false
