Player	rawDistanceSocre	distanceScore	task3Duration	isOutsideLane	isTimeout	hasCollided	hasExceededSpeedLimit	hasFinishedTask1	hasFinishedTask2	hasFinishedTask3
20230818042538_seigot_main_20230816_1330_tamani-souha_v4_roadsholdersafetymargin0.3.patch	116.237	110.425	72.3999	true	false	false	false	false	true	false
20230818043120_seigot_main_20230816_1330_tamani-souha_v4_roadsholdersafetymargin0.3.patch	116.334	110.518	65.7999	true	false	false	false	false	true	false
20230818043844_seigot_main_20230816_1330_tamani-souha_v4_roadsholdersafetymargin0.3.patch	-1	-1	-1	false	false	false	false	false	false	false
20230818044608_seigot_main_20230816_1330_tamani-souha_v4_roadsholdersafetymargin0.3.patch	-1	-1	-1	false	false	false	false	false	false	false
20230818045332_seigot_main_20230816_1330_tamani-souha_v4_roadsholdersafetymargin0.3.patch	-1	-1	-1	false	false	false	false	false	false	false
20230818050056_seigot_main_20230816_1330_tamani-souha_v4_roadsholdersafetymargin0.3.patch	-1	-1	-1	false	false	false	false	false	false	false
20230818050820_seigot_main_20230816_1330_tamani-souha_v4_roadsholdersafetymargin0.3.patch	-1	-1	-1	false	false	false	false	false	false	false
